name,firstname,surname,role_raw,gender,type,n_mentions,n_docs
David HANSLIAN,David,HANSLIAN,ústav fyziky atmosféry,M,?,1,1
David COLLENETTE,David,COLLENETTE,bývalý kanadský ministr dopravy a,M,M6,1,1
David HANSLIAN,David,HANSLIAN,autor studie,M,?,1,1
David BOREK,David,BOREK,blízkovýchodní zpravodaj,M,?,1,1
David BOREK,David,BOREK,moderátor nesrozumitelné výpadek zvuku pane,M,M1,1,1
David CAMERON,David,CAMERON,britský konzervativní premiér,M,?,1,1
Senátoři STAN,Senátoři,STAN,se obrátili na,M,?,1,1
Scott LONG,Scott,LONG,krizové řídící centrum,M,?,1,1
Scott TARDE,Scott,TARDE,ředitel vesničky,M,M5,1,1
Sdružení SOVAK,Sdružení,SOVAK,zastupuje jak vlastníky tak provozovatele,M,?,1,1
Sea IS,Sea,IS,dnes vlnění,F?,?,1,1
Saskia WEISSOVÁ,Saskia,WEISSOVÁ,obyvatelka,F,M2,1,1
Saúl LUCIANO LLIUYA,Saúl,LUCIANO LLIUYA,farmář,M,M2,1,1
Schan SU ŤIJ,Schan,SU ŤIJ,barmská státní poradkyně ministryně zahraničí,M,?,1,1
Seree SUPHARATID,Seree,SUPHARATID,ředitel,F?,M5,1,1
Sergej ABANIN,Sergej,ABANIN,náměstek v krizovém centru ruské,M,M5,1,1
Sergej ABANIN,Sergej,ABANIN,ruské ministerstvo pro mimořádné události,M,?,1,1
Sergej ABANIN,Sergej,ABANIN,zástupce ministerstva pro mimořádné události,M,M5,1,1
Sebastian KURZ,Sebastian,KURZ,předseda,M,M6,1,1
Sebastian KURZ,Sebastian,KURZ,předseda lidovců bývalý rakouský kancléř,M,M6,1,1
Sebastián PINERA,Sebastián,PINERA,chilský prezident,M,?,1,1
Sekretariát OSN,Sekretariát,OSN,na moči provádí nemám pravomoci,M,?,1,1
David ROSSI,David,ROSSI,geolog,M,M3,1,1
David ROWAT,David,ROWAT,předseda,M,M6,1,1
David MALINKOVIČ,David,MALINKOVIČ,ředitel,M,M5,1,1
David MAREK,David,MAREK,hlavní ekonom,M,M5,1,1
David MAŠÍN,David,MAŠÍN,geolog,M,M3,1,1
David MICHALČÁK,David,MICHALČÁK,pokrývač,M,?,1,1
David MUHIGAY,David,MUHIGAY,ředitel odsolovacího zařízení,M,M5,1,1
Sepp RIESER,Sepp,RIESER,pastevec,M,?,1,1
Sergi VENTURA,Sergi,VENTURA,výzkumník klimatických změn,M,M3,1,1
Sergio FILONI,Sergio,FILONI,obyvatel,M,M2,1,1
Darryl NEWBOOUGH,Darryl,NEWBOOUGH,technický ředitel,M,M5,1,1
Dav OK,Dav,OK,ty například jsme přece je,M,?,1,1
Dave BOOKSA,Dave,BOOKSA,popelář,F?,?,1,1
Daniela PÍSAŘOVICOVÁ,Daniela,PÍSAŘOVICOVÁ,moderátorka výpadek zvuku mluví,F,M1,1,1
Danielle REDMONDOVÁ,Danielle,REDMONDOVÁ,ekoložka,F,M3,1,1
Danny DANON,Danny,DANON,izraelský velvyslanec při,M,M6,1,1
Severovýchod USA,Severovýchod,USA,obecně vlastně severovýchodní polovina,M,?,1,1
Severovýchod USA,Severovýchod,USA,čeká přívaly sněhu,M,?,1,1
Sharon BURKEOVÁ,Sharon,BURKEOVÁ,bývalá náměstkyně ministra obrany pro,F,M5,1,1
Shaun WEST,Shaun,WEST,lincolnshirská policie,M,?,1,1
Shinzo ABE,Shinzo,ABE,japonský premiér,M,M6,1,1
Sergej ABANIN,Sergej,ABANIN,zástupce ministerstva pro mimořádné záležitosti,M,M5,1,1
Sergej RJABKOV,Sergej,RJABKOV,náměstek ruského ministra zahraničí,M,M5,1,1
Sergi GIRONA,Sergi,GIRONA,provozní ředitel,M,?,1,1
Si ŤIN PCHING,Si,ŤIN PCHING,prezident,M,M6,1,1
Sian MACLEOD,Sian,MACLEOD,velvyslankyně,M,M6,1,1
Sian MACLEODOVÁ,Sian,MACLEODOVÁ,velvyslankyně,F,M6,1,1
Sibiu EU,Sibiu,EU,chce demonstrovat jednotu a debatovat,M,?,1,1
Sie ČEN CHUA,Sie,ČEN CHUA,hlavní čínský vyjednávač v oblasti,F?,?,1,1
Siegfried BERG,Siegfried,BERG,obyvatel města,M,M2,1,1
Sigmar GABRIEL,Sigmar,GABRIEL,ministr zahraniční,M,M6,1,1
Serpil TASCIOGLUOVÁ,Serpil,TASCIOGLUOVÁ,projektová manažerka,F,?,1,1
Dave THOUP,Dave,THOUP,britské ministerstvo životníh prostedí,F?,?,1,1
David ATTENBOROUGH,David,ATTENBOROUGH,britský přírodovědec,M,M3,1,1
David BERNSTEIN,David,BERNSTEIN,delegát,M,?,1,1
Sigurdur ERLINGSSON,Sigurdur,ERLINGSSON,správce parku,M,?,1,1
Sileši BEKELE,Sileši,BEKELE,etiopský ministr pro vodohospodářství a,M,?,1,1
Silvie HURTOVÁ,Silvie,HURTOVÁ,obyvatelka,F,M2,1,1
Simon KINOTI,Simon,KINOTI,výzkumník,M,M3,1,1
Simon KOFE,Simon,KOFE,ministr zahraničních věcí,M,M6,1,1
Sonya PEMBERTON,Sonya,PEMBERTON,režisérka,F?,?,1,1
Simona BABČÁKOVÁ,Simona,BABČÁKOVÁ,herečka,F,M2,1,1
Simona PIZZIOVÁ,Simona,PIZZIOVÁ,obyvatelka,F,M2,1,1
Skotka OK,Skotka,OK,palmový olej palmu palmu olejnou,F?,?,1,1
Skotská BBC,Skotská,BBC,hledala moderátora pro dokument o,M,?,1,1
Skupina PGE,Skupina,PGE,chce v místě těžit až,F?,?,1,1
Skupiny ČEZ,Skupiny,ČEZ,pro severní,M,?,1,1
Daniel STACH,Daniel,STACH,moderátor to je strašně důležité,M,M1,1,1
Srebrenka GOLIČOVÁ,Srebrenka,GOLIČOVÁ,srbská ministryně plánování a životního,F,M6,1,1
Sophia BACKSENOVÁ,Sophia,BACKSENOVÁ,aktivistka,F,M5,1,1
Soudce US,Soudce,US,řekl že soud se zabýval,F?,?,1,1
Skupiny ČEZ,Skupiny,ČEZ,viceprezident,M,M6,1,1
Sledování ČT,Sledování,ČT,sport dobrý den,M,?,1,1
Slovensko ČR,Slovensko,ČR,také právě proto že jsou,M,?,1,1
Snahou OSN,Snahou,OSN,je proto přimět světové lídry,M,?,1,1
Snahu OSN,Snahu,OSN,proto přimět světové lídry aby,M,?,1,1
Daniel TAKÁČ,Daniel,TAKÁČ,moderátor nesrozumitelné spoustu věcí naslibovat,M,M1,1,1
Daniel TAKÁČ,Daniel,TAKÁČ,moderátor smrku je pořád stejně,M,M1,1,1
Daniel VÍTEK,Daniel,VÍTEK,policejní mluvčí,M,?,1,1
Spojence NATO,Spojence,NATO,podporují,F?,?,1,1
Spojenci NATO,Spojenci,NATO,se připravují na dlouhodobé poskytování,M,?,1,1
Společnost OKD,Společnost,OKD,se loni odvolala,M,?,1,1
Společnost ČEZ,Společnost,ČEZ,uvolnila pro ukrajinské uprchlíky,M,?,1,1
Správa OSN,Správa,OSN,počítá i s katastrofickým scénářem,F?,?,1,1
Dante SCALA,Dante,SCALA,politolog univerzity v,F?,M3,1,1
Daniel ZEMANOVÁ,Daniel,ZEMANOVÁ,prezidentka,F,M6,1,1
Daniel ŘIČICA,Daniel,ŘIČICA,divák,M,?,1,1
Daniela HEBERTOVÁ,Daniela,HEBERTOVÁ,redaktorka,F,M1,1,1
Daniela KAUDERSOVÁ,Daniela,KAUDERSOVÁ,učitelka,F,?,1,1
Daniela PÍSAŘOVICOVÁ,Daniela,PÍSAŘOVICOVÁ,moderátorka jste se mezitím domluvili,F,M1,1,1
Daniel TAKÁČ,Daniel,TAKÁČ,moderátor dobře čili za záložní,M,M1,1,1
Daniel TAKÁČ,Daniel,TAKÁČ,moderátor já jsem neřekl to,M,M1,1,1
Stella PAPADIMITRIOSOVÁ,Stella,PAPADIMITRIOSOVÁ,šéfka produkce vinice,F,?,1,1
Starostka PECKOVÁ,Starostka,PECKOVÁ,jak mám jako starostka zařídit,F,?,1,1
Stanislav HAVLÍČEK,Stanislav,HAVLÍČEK,místostarosta,M,?,1,1
Stanislav IŠTVÁNEK,Stanislav,IŠTVÁNEK,obyvatel,M,M2,1,1
Stanislav JURÁNEK,Stanislav,JURÁNEK,tehdejší jihomoravský lídr strany,M,?,1,1
Susan HARTYOVÁ,Susan,HARTYOVÁ,evakuovaná z,F,?,1,1
Svante THUNBERG,Svante,THUNBERG,otec,F?,M2,1,1
Svatopluk NĚMEČEK,Svatopluk,NĚMEČEK,bývalý ministr zdravotnictví,M,M6,1,1
Stella SCHALLEROVÁ,Stella,SCHALLEROVÁ,politoložka,F,M3,1,1
Stephen HARPER,Stephen,HARPER,kanadský premiér,M,M6,1,1
Stephen NORMAN,Stephen,NORMAN,výkonný ředitel automobilky,M,M5,1,1
Steve BRAY,Steve,BRAY,odpůrce brexitu,F?,?,1,1
Stefania FIOREOVÁ,Stefania,FIOREOVÁ,italská hasička,F,?,1,1
Stefano BOERI,Stefano,BOERI,architekt staveb,M,?,1,1
Stefano VIO,Stefano,VIO,gondoliér a potápěč,M,?,1,1
Steffen SEIBERT,Steffen,SEIBERT,mluvčí,M,M1,1,1
Daniel MAURICIO,Daniel,MAURICIO,starší kmene,M,?,1,1
Daniel NÝVLT,Daniel,NÝVLT,geolog,M,M3,1,1
Daniel NÝVLT,Daniel,NÝVLT,vedoucí výpravy do,M,M5,1,1
Daniel BAREŠ,Daniel,BAREŠ,agrometeorolog,M,?,1,1
Daniel BERLANT,Daniel,BERLANT,zástupce velitele kalifornských hasičů,M,M5,1,1
Daniel CALATAYUD,Daniel,CALATAYUD,technik zalesňování,M,?,1,1
Dana ZLATOHLÁVKOVÁ,Dana,ZLATOHLÁVKOVÁ,zpravodajka,F,M1,1,1
Dana ČÍRTKOVÁ,Dana,ČÍRTKOVÁ,mluvčí,F,M1,1,1
Daniel STACH,Daniel,STACH,moderátor to protože česká základna,M,M1,1,1
Daniel SZÓRÁD,Daniel,SZÓRÁD,odvolaný generální ředitel,M,?,1,1
Daniel POŠTA,Daniel,POŠTA,designér šperků,M,?,1,1
Daniel SKÁLA,Daniel,SKÁLA,cimbálista,M,?,1,1
Daniel SOUKUP,Daniel,SOUKUP,proděkan,M,?,1,1
Daniel NÝVLT,Daniel,NÝVLT,vedoucí českého antarktického výzkumu,M,M5,1,1
Daniel NÝVLT,Daniel,NÝVLT,zástupce vedoucího české expedice,M,M5,1,1
Daniel KROUPA,Daniel,KROUPA,politolog vysokoškolský pedagog z,M,M3,1,1
Dalibor ŠAFAŘÍK,Dalibor,ŠAFAŘÍK,ředitel,M,M5,1,1
Dalila JAKUPOVIČOVÁ,Dalila,JAKUPOVIČOVÁ,tenistka,F,?,1,1
Dan BROWN,Dan,BROWN,spisovatel,M,M5,1,1
Dan BÁRTA,Dan,BÁRTA,zpěvák a amatérský entomolog,M,?,1,1
Da MOSTOVÁ,Da,MOSTOVÁ,ředitelka organizace,F,M5,1,1
Dagmar ŽITNÍKOVÁ,Dagmar,ŽITNÍKOVÁ,předsedkyně,F,M6,1,1
Dale STURROCK,Dale,STURROCK,bratr,F?,?,1,1
Dale VINCE,Dale,VINCE,ekologická firma,F?,?,1,1
Steve EVA,Steve,EVA,starosta města,F?,M6,1,1
Steve FORREST,Steve,FORREST,biolog,F?,M3,1,1
Steve FORREST,Steve,FORREST,biológ,F?,?,1,1
Steve GREEM,Steve,GREEM,projekt na čištění moře,F?,?,1,1
Steve HARRISON,Steve,HARRISON,obyvatel,F?,M2,1,1
Steve SCHERER,Steve,SCHERER,šéf kanceláře,F?,M5,1,1
Dalibor BLAŽEK,Dalibor,BLAŽEK,náměstek hejtmana,M,M5,1,1
Dalibor TITĚRA,Dalibor,TITĚRA,vedoucí výzkumu,M,M5,1,1
Summit OSN,Summit,OSN,o klimatických změnách,M,?,1,1
Summit OSN,Summit,OSN,o změně klimatu,M,?,1,1
Steven MARSHALL,Steven,MARSHALL,premiér,M,M6,1,1
Stientje VAN VEIDHOVENOVÁ,Stientje,VAN VEIDHOVENOVÁ,nizozemská ministryně životního prostředí,F,M6,1,1
Stientje VAN VELDHOVENOVÁ,Stientje,VAN VELDHOVENOVÁ,nizozemská ministryně životního prostředí,F,M6,1,1
Stream II,Stream,II,a překlenuje to hnědouhelnými elektrárnami,M,?,1,1
Stuart MUNIRAGHUA,Stuart,MUNIRAGHUA,ředitel odboru rozvoje národní lesnický,M,M5,1,1
Stutox II,Stutox,II,a to na povrchu půdy,M,?,1,1
Sven DEUBLER,Sven,DEUBLER,německá civilní ochrana,M,?,1,1
Svenja SCHULZEOVÁ,Svenja,SCHULZEOVÁ,ministryně životního prostředí,F,M6,1,1
Svenja SCHULZEOVÁ,Svenja,SCHULZEOVÁ,spolková náměstkyně ministryně životního prostředí,F,?,1,1
Summer FIELDS,Summer,FIELDS,obyvatelka postižené oblasti,M,M2,1,1
Summit EU,Summit,EU,a asijských zemí,M,?,1,1
Summit EU,Summit,EU,a britské volby,M,?,1,1
Summit EU,Summit,EU,se shodl na víceletém rozpočtu,M,?,1,1
Summit NATO,Summit,NATO,byl svolán spíše jako přípravný,M,?,1,1
Tak ČSSD,Tak,ČSSD,samozřejmě to říká tady pan,M,?,1,1
Takže ANO,Takže,ANO,do budoucna,F?,?,1,1
Tam NKÚ,Tam,NKÚ,nenašel pochybení,M,?,1,1
Svět CNN,Svět,CNN,dobyla v roce,M,?,1,1
Světlana WITOWSKÁ,Světlana,WITOWSKÁ,moderátorka nesrozumitelné určitě pánové za,F,M1,1,1
Swati GARUDOVÁ,Swati,GARUDOVÁ,matka,F,M2,1,1
Sylva MAŠÍNOVÁ,Sylva,MAŠÍNOVÁ,soudkyně,F,?,1,1
Ta OKD,Ta,OKD,následně přeprodala firmě,F?,?,1,1
Ted CRUZ,Ted,CRUZ,republikánský senátor,M,?,1,1
Ted MAKSYM,Ted,MAKSYM,oceánografický ústav,M,?,1,1
Tanaka OV,Tanaka,OV,bylo,F?,?,1,1
Taťána FISCHEROVÁ,Taťána,FISCHEROVÁ,občanská aktivistka,F,?,1,1
Tahsin GUNDOGDU,Tahsin,GUNDOGDU,turecký zemědělec,M,M2,1,1
Tak IPCC,Tak,IPCC,není výzkumná instituce,M,?,1,1
Tak KSČM,Tak,KSČM,byla první stranu která by,M,?,1,1
Tak SPD,Tak,SPD,se také chová populisticky jo,M,?,1,1
Což ČT,Což,ČT,netvrdila,M,?,1,1
Craig SPENCER,Craig,SPENCER,hasič,M,?,1,1
Ctirad MIKEŠ,Ctirad,MIKEŠ,starosta,M,M6,1,1
Cyril FERRAND,Cyril,FERRAND,šéf týmu pro východní,M,M5,1,1
Cyril SVOBODA,Cyril,SVOBODA,bývalý ministr zahraničních věcí,M,M6,1,1
Tchang KUO ČCHAING,Tchang,KUO ČCHAING,zvláštní vyslanec čínského ministra zahraničí,M,?,1,1
Te VELTHUIS,Te,VELTHUIS,šéfkuchař,F?,?,1,1
Ted CRUZ,Ted,CRUZ,republikánský kandidát za,M,?,1,1
Cyril SVOBODA,Cyril,SVOBODA,poradce premiéra pro legislativní záležitosti,M,M5,1,1
Cyril SVOBODA,Cyril,SVOBODA,tehdejší místopředseda vlády,M,M6,1,1
Cyril TAOLO,Cyril,TAOLO,náměstek odboru národních parků,M,M5,1,1
Cyril URBÁNEK,Cyril,URBÁNEK,vedoucí hospodaření,M,M5,1,1
Cyril URBÁNEK,Cyril,URBÁNEK,vedoucí hospodářství,M,M5,1,1
Czech ADAPT,Czech,ADAPT,a prezentujeme na klimatickezmene,M,?,1,1
Cíle ČEZ,Cíle,ČEZ,do roku,F?,?,1,1
Corinne LE QUÉRÉOVÁ,Corinne,LE QUÉRÉOVÁ,ředitelka,F,M5,1,1
Clarkson BBC,Clarkson,BBC,nebo ona jeho,M,?,1,1
Claude JUNCKER,Claude,JUNCKER,končící předseda,F?,?,1,1
Claude JUNCKER,Claude,JUNCKER,prezident,F?,M6,1,1
Claude THEULOT,Claude,THEULOT,vinař,F?,?,1,1
Chua ČCHUN JING,Chua,ČCHUN JING,mluvčí čínského ministerstva zahraničí,F?,M1,1,1
Chua ČCHUNG JING,Chua,ČCHUNG JING,mluvčí čínského ministerstva zahraničí,F?,M1,1,1
Chua ČCHUNG JING,Chua,ČCHUNG JING,mluvčí čínského ministra zahraničí,F?,M1,1,1
Churchill EFENGA,Churchill,EFENGA,farmář z delty,M,M2,1,1
Tereza CHMELAŘOVÁ,Tereza,CHMELAŘOVÁ,účastnice akce,F,?,1,1
Clive GRAY,Clive,GRAY,ředitel,F?,M5,1,1
Colin BUTFIELD,Colin,BUTFIELD,mediální manažer,M,?,1,1
Colin ROBERTSON,Colin,ROBERTSON,viceprezident,M,M6,1,1
Coneyová BARRETTOVÁ,Coneyová,BARRETTOVÁ,kandidátka na soudkyni,F,M6,1,1
Connie EISSINGEROVÁ,Connie,EISSINGEROVÁ,radní města,F,M6,1,1
Clint WILLSON,Clint,WILLSON,expert,M,M5,1,1
Clare NULLIS,Clare,NULLIS,mluvčí,F?,M1,1,1
Thanh THUY,Thanh,THUY,sousedka strženého domu,M,?,1,1
Tereza KOBELKOVÁ,Tereza,KOBELKOVÁ,doktorandka,F,?,1,1
Tereza KRUMPHOLZOVÁ,Tereza,KRUMPHOLZOVÁ,redaktorka,F,M1,1,1
Tereza RADVÁKOVÁ,Tereza,RADVÁKOVÁ,redaktorka,F,M1,1,1
Tehdy OSN,Tehdy,OSN,obvinil z toho že společenství,M,?,1,1
Temelín ČEZ,Temelín,ČEZ,je v zisku a může,M,?,1,1
Ten ASEK,Ten,ASEK,to předpokládá protože to co,M,?,1,1
Teplicím FCSB,Teplicím,FCSB,odehrálo utkání v domácí soutěži,M,?,1,1
Theresa MAYOVÁ,Theresa,MAYOVÁ,britská ministryně vnitra,F,M6,1,1
Theresa MAYOVÁ,Theresa,MAYOVÁ,britský premiérka,F,M6,1,1
Thomas SCH FER,Thomas,SCH FER,předseda představenstva,M,M6,1,1
Tia NELSONOVÁ,Tia,NELSONOVÁ,dcera zakladatele,F,?,1,1
Tim COLE,Tim,COLE,hudební producent a dokumentarista,M,?,1,1
Tereza VAČKAŘOVÁ,Tereza,VAČKAŘOVÁ,čtenářka,F,?,1,1
Tereza ŘEZNÍČKOVÁ,Tereza,ŘEZNÍČKOVÁ,moderátorka citace,F,M1,1,1
Tereza ŠEDIVÁ,Tereza,ŠEDIVÁ,redaktorka,F,M1,1,1
Christiana FIGUERESOVÁ,Christiana,FIGUERESOVÁ,výkonná tajemnice,F,M6,1,1
Christina RODRIGUEZOVÁ,Christina,RODRIGUEZOVÁ,matka šikanovaného chlapce,F,M2,1,1
Christina SEGALOVÁ KNOWLESOVÁ,Christina,SEGALOVÁ KNOWLESOVÁ,poradkyně prezidenta,F,M5,1,1
Christine LAGARDOVÁ,Christine,LAGARDOVÁ,ředitelka,F,M5,1,1
Christian CASAROTTO,Christian,CASAROTTO,glaciolog,M,M3,1,1
Christian LINDNER,Christian,LINDNER,předseda,M,M6,1,1
Christian LINDNER,Christian,LINDNER,předseda strany,M,M6,1,1
Chris MURPHY,Chris,MURPHY,senátor za,M,M6,1,1
Tino CHRUPALLA,Tino,CHRUPALLA,volební lídr,M,?,1,1
Christopher BENTLY,Christopher,BENTLY,majitel panství,M,M5,1,1
Christopher DOBSON,Christopher,DOBSON,biochemik profesor chemické a strukturální,M,?,1,1
Christos STYLIANIDES,Christos,STYLIANIDES,evropský komisař pro humanitární pomoc,M,M6,1,1
Chua CHUN JING,Chua,CHUN JING,mluvčí čínské diplomacie,F?,M1,1,1
Chua ČCHUN JING,Chua,ČCHUN JING,mluvčí čínské diplomacie,F?,M1,1,1
Christian NUBBEMEYER,Christian,NUBBEMEYER,mluvčí soudu v,M,M1,1,1
Christian TORRES,Christian,TORRES,kuchař,M,?,1,1
Titaniku II,Titaniku,II,mají doplout až do cíle,M,?,1,1
To DPH,To,DPH,je potřeba taky vyjednávat v,M,?,1,1
To NATO,To,NATO,to ví už nejméně,M,?,1,1
Todd FRERICHS,Todd,FRERICHS,zaměstnanec,M,?,1,1
Tom PHILIPP,Tom,PHILIPP,přednosta,M,?,1,1
Tim COLE,Tim,COLE,hudební producent dokumentarista,M,?,1,1
Timur ZAMILOV,Timur,ZAMILOV,výrobce cínových vojáčků,M,?,1,1
Tinatin CHIDAŠELIOVÁ,Tinatin,CHIDAŠELIOVÁ,ministryně obrany,F,M6,1,1
Clara GOLDSMITHOVÁ,Clara,GOLDSMITHOVÁ,organizace,F,?,1,1
Tomio OKAMURA,Tomio,OKAMURA,předseda hnutí místopředseda sněmovny,M,M6,1,1
Tommaso CACCIARI,Tommaso,CACCIARI,aktivista bojující proti výletním lodím,M,M5,1,1
Tom STEVENSON,Tom,STEVENSON,expert na víno,M,M5,1,1
Tom STEYER,Tom,STEYER,filantrop obchodník,M,?,1,1
Tomasz KIIEWSKI,Tomasz,KIIEWSKI,mořský biolog,M,?,1,1
Tomasz LAMIK,Tomasz,LAMIK,samospráva,M,?,1,1
Tino PFAFF,Tino,PFAFF,mluvčí aktivistů,M,M1,1,1
Charlotte ALTEROVÁ,Charlotte,ALTEROVÁ,redaktorka,F,M1,1,1
Chartou OSN,Chartou,OSN,především na základě principu rovnosti,M,?,1,1
Chartu OSN,Chartu,OSN,je nutné služba a ujišťuji,M,?,1,1
Chartu OSN,Chartu,OSN,to je vlastně zakládající listina,M,?,1,1
Celine TARDYOVÁ,Celine,TARDYOVÁ,mořská výzkumnice,F,?,1,1
Centru ICRC,Centru,ICRC,zase vzniká výzkumný tým který,M,?,1,1
Cezary PONIATOWSKI,Cezary,PONIATOWSKI,autor díla,M,?,1,1
Cezary PRZYBYLSKI,Cezary,PRZYBYLSKI,maršálek,M,?,1,1
Charty OSN,Charty,OSN,a to to volalo že,M,?,1,1
Charty OSN,Charty,OSN,budovali,M,?,1,1
Charty OSN,Charty,OSN,jsem ujištěna přesvědčen o tom,M,?,1,1
Charty OSN,Charty,OSN,když to takto jednoduchá volba,M,?,1,1
Charty OSN,Charty,OSN,silnice která tak já se,M,?,1,1
Chartě OSN,Chartě,OSN,je napsáno že útočná agresivní,M,?,1,1
Chartě OSN,Chartě,OSN,na základě,M,?,1,1
Chartě OSN,Chartě,OSN,v roce,M,?,1,1
Tomáš DRÁPELA,Tomáš,DRÁPELA,generální ředitel,M,M5,1,1
Tomáš CZERNIN,Tomáš,CZERNIN,senátor,M,M6,1,1
Tomáš DRAHOŇOVSKÝ,Tomáš,DRAHOŇOVSKÝ,moderátor nesrozumitelné na zemědělce ale,M,M1,1,1
Tomáš DRAHOŇOVSKÝ,Tomáš,DRAHOŇOVSKÝ,moderátor si myslí že ne,M,M1,1,1
Chloe KOCHELLOVÁ,Chloe,KOCHELLOVÁ,účastnice protestů,F,?,1,1
Chris CHRISTIE,Chris,CHRISTIE,republikánský politik guvernér,M,?,1,1
Chris MARCHI,Chris,MARCHI,ředitel výstavby sdružení,M,M5,1,1
Chris MARCHL,Chris,MARCHL,ředitel výstavby sdružení,M,M5,1,1
Chris STARK,Chris,STARK,předseda,M,M6,1,1
Chris STARK,Chris,STARK,výbor por klimatickou změnu,M,?,1,1
Chris STINGER,Chris,STINGER,profesor,M,M3,1,1
Chris STRINGER,Chris,STRINGER,profesor,M,M3,1,1
Tomáš KAZDA,Tomáš,KAZDA,náměstek pro vědu a výzkum,M,M5,1,1
Tomáš KLUS,Tomáš,KLUS,zpěvák,M,?,1,1
Tomáš HUDEČEK,Tomáš,HUDEČEK,pražský primátor,M,M6,1,1
Tomáš HÁJEK,Tomáš,HÁJEK,technický pracovník,M,?,1,1
Bude ODS,Bude,ODS,pro aby tímhle způsobem zainvestovala,F?,?,1,1
Bulka PIN,Bulka,PIN,bydlo,F?,?,1,1
Buren ČIČIG,Buren,ČIČIG,ekologická migrantka,M,?,1,1
Byambasuren TOITOG,Byambasuren,TOITOG,vůdce komunity v oblasti,M,?,1,1
Břeněk MICHÁLEK,Břeněk,MICHÁLEK,ornitolog správce,M,M3,1,1
Caitlyn JENNEROVÁ,Caitlyn,JENNEROVÁ,kandidátka na guvernérku,F,M6,1,1
Camilla BORNOVÁ,Camilla,BORNOVÁ,odbornice na životní prostředí,F,M3,1,1
Bronislav ŠAMŠULA,Bronislav,ŠAMŠULA,starosta,M,M6,1,1
Cathy GLAABOVÁ,Cathy,GLAABOVÁ,obyvatelka města,F,M2,1,1
Carl SAYER,Carl,SAYER,docent,M,M3,1,1
Carle NULLISOVÁ,Carle,NULLISOVÁ,mluvčí,F,M1,1,1
Carlen PHILIPP,Carlen,PHILIPP,hoteliér,M,?,1,1
Carlos MANUEL RODRIGUEZ,Carlos,MANUEL RODRIGUEZ,ministr životního prostředí,M,M6,1,1
Carlos PAIVA,Carlos,PAIVA,obyvatel města,M,M2,1,1
Carlos VARGAS,Carlos,VARGAS,viceprezident povodí,M,M6,1,1
Carola RACKETEOVÁ,Carola,RACKETEOVÁ,kapitánka lodi,F,?,1,1
Tomáš KOUTECKÝ,Tomáš,KOUTECKÝ,vedoucí výzkumu,M,M5,1,1
Carolina ADLEROVÁ,Carolina,ADLEROVÁ,spolupředsedkyně,F,?,1,1
Carolina SCHMIDTOVÁ,Carolina,SCHMIDTOVÁ,chilská ministryně pro životní prostředí,F,?,1,1
Caroline KENNEDYOVÁ,Caroline,KENNEDYOVÁ,dcera,F,?,1,1
Carolína ADLEROVÁ,Carolína,ADLEROVÁ,ředitelka,F,M5,1,1
Cate FAEHRMANNOVÁ,Cate,FAEHRMANNOVÁ,předsedkyně vyšetřovací komise pro záchranu,F,M6,1,1
Catherine MCKENNAOVÁ,Catherine,MCKENNAOVÁ,ministryně životního prostředí a řešení,F,M6,1,1
Catherine MCKENNOVÁ,Catherine,MCKENNOVÁ,kanadská ministryně pro životní prostředí,F,M6,1,1
Chad WITTE,Chad,WITTE,zástupce ředitele mrazírny,M,M5,1,1
Chaj JEN CHU,Chaj,JEN CHU,obyvatel vesnice,M,M2,1,1
Challanger CNN,Challanger,CNN,jí jako jediná vysílala živě,M,?,1,1
Tomáš PORTLÍK,Tomáš,PORTLÍK,pražský zastupitel místostarosta,M,M6,1,1
Tomáš PELIKÁN,Tomáš,PELIKÁN,ředitel,M,M5,1,1
Tomáš MADER,Tomáš,MADER,lesník obyvatel,M,?,1,1
Tomáš KNOFLÍČEK,Tomáš,KNOFLÍČEK,kurátor,M,?,1,1
Tomáš KOTERA,Tomáš,KOTERA,vedoucí,M,M5,1,1
Božena PĚSTOVÁ,Božena,PĚSTOVÁ,obyvatelka,F,M2,1,1
Brabec JE,Brabec,JE,host dnešního interview děkuju vám,M,?,1,1
Brad SMITH,Brad,SMITH,generální ředitel,M,M5,1,1
Bre MACPHERSOONOVÁ RICEOVÁ,Bre,MACPHERSOONOVÁ RICEOVÁ,aktivistka,F,M5,1,1
Brenda STEPHENSOVÁ,Brenda,STEPHENSOVÁ,zaměstnankyně pošty ve městě,F,?,1,1
Boris JOHNSON,Boris,JOHNSON,bývalý britský ministr zahraničí,M,M6,1,1
Boris JOHSON,Boris,JOHSON,bývalý ministr zahraničí,M,M6,1,1
Boris TEUNIS,Boris,TEUNIS,nizozemský odborník vodní správy,M,M3,1,1
Tomáš TELENSKÝ,Tomáš,TELENSKÝ,dobrovolný spolupracovník v terénu,M,?,1,1
Tomáš TRNKA,Tomáš,TRNKA,správce parku veřejné zeleně města,M,?,1,1
Brenda WANDEROVÁ,Brenda,WANDEROVÁ,zástupkyně organizace,F,M5,1,1
Britské HDP,Britské,HDP,by letos mohlo klesnout až,M,?,1,1
Británii AKO,Británii,AKO,už ne členem,M,?,1,1
Brně ICRC,Brně,ICRC,a nemocnice v,M,?,1,1
Bronislav KVASNIČKA,Bronislav,KVASNIČKA,ředitel,M,M5,1,1
