name,firstname,surname,role_raw,gender,type,n_mentions,n_docs,type_final,source,gender_final
David ATTENBOROUGH,David,ATTENBOROUGH,přírodovědec dokumentarista,M,M3,6,4,M3,rule,M
Stanislav BALÍK,Stanislav,BALÍK,politolog,M,M3,6,1,M3,rule,M
Daniel URBAN,Daniel,URBAN,předseda představenstva,M,M6,6,1,M6,rule,M
Dana SCHMIDT,Dana,SCHMIDT,novinářka bývalá spolupracovnice listu,F?,M1,6,1,M1,rule,F
Jiří MÁNEK,Jiří,MÁNEK,předseda,M,M6,6,1,M6,rule,M
Jiří KOŽELOUCH,Jiří,KOŽELOUCH,programový ředitel,M,M5,6,1,M5,rule,M
Radko KUBIČKO,Radko,KUBIČKO,komentátor,M,M1,6,1,M1,rule,M
Dušan MAJER,Dušan,MAJER,šéfredaktor,M,M5,6,1,M5,rule,M
Radim POLČÁK,Radim,POLČÁK,prorektor pro rozvoj legislativu a,M,?,6,1,M6,llm,M
Jan KLÁN,Jan,KLÁN,bývalý poslanec sociolog,M,M6,6,1,M6,rule,M
Petr KAMBERSKÝ,Petr,KAMBERSKÝ,šéfkomentátor,M,?,6,1,M1,llm,M
Petr KNAP,Petr,KNAP,odborník na automobilový průmysl vedoucí,M,M3,6,2,M3,rule,M
Bohumil KARTOUS,Bohumil,KARTOUS,odborník na vzdělávání,M,M3,6,1,M3,rule,M
Karel MATĚJKA,Karel,MATĚJKA,botanik ekolog,M,M3,6,1,M3,rule,M
Stanislav KOMÁREK,Stanislav,KOMÁREK,biolog filozof,M,M3,6,1,M3,rule,M
Stanislav TUMIS,Stanislav,TUMIS,historik ředitel,M,M3,6,1,M3,rule,M
Stuart DAVIES,Stuart,DAVIES,výzkumník a ředitel,M,M3,6,1,M3,rule,M
Martin HÁLA,Martin,HÁLA,ředitel projektu,M,M5,6,1,M5,rule,M
Karel KABELE,Karel,KABELE,vedoucí katedry technických zařízení budov,M,M5,6,1,M5,rule,M
Kamila MEDOVÁ,Kamila,MEDOVÁ,redaktorka,F,M1,6,1,M1,rule,F
Ondřej VESELÝ,Ondřej,VESELÝ,předseda zahraničního výboru,M,M6,6,1,M6,rule,M
Jan KAVALÍREK,Jan,KAVALÍREK,předseda,M,M6,6,1,M6,rule,M
Pavel KINDLMANN,Pavel,KINDLMANN,populační ekolog,M,?,6,1,M3,llm,M
Pavel KINDLMANN,Pavel,KINDLMANN,vedoucí oddělení výzkumu biodiverzity,M,M5,6,2,M5,rule,M
Jakub KULHÁNEK,Jakub,KULHÁNEK,ministr zahraničních věcí,M,M6,6,4,M6,rule,M
Petr MIŇOVSKÝ,Petr,MIŇOVSKÝ,podplukovník ve výslužbě,M,?,6,1,M1,llm,M
Petr ZAVADIL,Petr,ZAVADIL,redaktor redaktor,M,M1,6,1,M1,rule,M
Carl SAFINA,Carl,SAFINA,mořský biolog,M,M3,6,2,M3,rule,M
Tomáš ŘÍHA,Tomáš,ŘÍHA,mluvčí stávkujících studentů,M,M1,6,4,M1,rule,M
Karel HAVLÍČEK,Karel,HAVLÍČEK,ministr průmyslu a obchodu,M,M6,6,1,M6,rule,M
Petr TŘEŠŇÁK,Petr,TŘEŠŇÁK,poslanec člen podvýboru pro energetiku,M,M6,6,1,M6,rule,M
Filip REMUNDA,Filip,REMUNDA,dramaturg,M,M5,6,1,M5,rule,M
Filip CHVÁTAL,Filip,CHVÁTAL,předseda,M,M6,6,1,M6,rule,M
Věra PALKOVSKÁ,Věra,PALKOVSKÁ,starostka,F,M6,6,1,M6,rule,F
Milan VYSKOČIL,Milan,VYSKOČIL,předseda,M,M6,6,1,M6,rule,M
David CAMERON,David,CAMERON,britský premiér,M,M6,6,6,M6,rule,M
Lukáš VONDROVIC,Lukáš,VONDROVIC,vedoucí geologických prací,M,M5,6,3,M5,rule,M
Šárka CIMALOVÁ,Šárka,CIMALOVÁ,botanička,F,M3,6,2,M3,rule,F
Nora FRIDRICHOVÁ,Nora,FRIDRICHOVÁ,moderátorka,F,M1,6,6,M1,rule,F
Jarmila RÁŽOVÁ,Jarmila,RÁŽOVÁ,hlavní hygienička,F,?,6,1,M6,llm,F
Jana MORAVCOVÁ,Jana,MORAVCOVÁ,ředitelka odborné organizace v oblasti,F,M5,6,1,M5,rule,F
Jana MALÁČOVÁ,Jana,MALÁČOVÁ,ministryně práce a sociálních věcí,F,M6,6,3,M6,rule,F
Jana DRÁPELOVÁ,Jana,DRÁPELOVÁ,redaktorka,F,M1,6,1,M1,rule,F
Jana FRIČOVÁ,Jana,FRIČOVÁ,obyvatelka,F,M2,6,2,M2,rule,F
Daniel KURKA,Daniel,KURKA,ředitel pobočky,M,M5,6,2,M5,rule,M
Daniel NÝVLT,Daniel,NÝVLT,geograf,M,M3,6,1,M3,rule,M
Jaroslav HOLÍK,Jaroslav,HOLÍK,místopředseda výboru pro životní prostředí,M,M6,6,1,M6,rule,M
Mirka VILDOVÁ,Mirka,VILDOVÁ,redaktorka,F,M1,6,1,M1,rule,F
Miloš VYSTRČIL,Miloš,VYSTRČIL,místopředseda strany,M,M6,6,1,M6,rule,M
Miroslav KARAS,Miroslav,KARAS,meteorolog,M,M3,6,1,M3,rule,M
Jeremy CORBYN,Jeremy,CORBYN,lídr labouristické opozice,M,M6,6,6,M6,rule,M
Lukáš KREJČÍ,Lukáš,KREJČÍ,horolezec a horský průvodce,M,M2,6,1,M2,rule,M
Lukáš KOVANDA,Lukáš,KOVANDA,hlavní ekonom,M,M5,6,3,M5,rule,M
Marian JUREČKA,Marian,JUREČKA,člen zemědělského výboru,M,M6,6,2,M6,rule,M
Mariana KOPECKÁ,Mariana,KOPECKÁ,redaktorka,F,M1,6,4,M1,rule,F
Adam VIZINA,Adam,VIZINA,hydrolog,M,M3,6,1,M3,rule,M
Jacques RUPNIK,Jacques,RUPNIK,politolog publicista,M,M3,6,1,M3,rule,M
David SVOBODA,David,SVOBODA,ukrajinista,M,?,6,1,M3,llm,M
Zdeněk SLOBODA,Zdeněk,SLOBODA,sociolog,M,M3,6,1,M3,rule,M
Ivo ŠLOSARČÍK,Ivo,ŠLOSARČÍK,katedra evropských studií,M,M3,6,2,M3,rule,M
Wolfgang ISCHINGER,Wolfgang,ISCHINGER,organizátor konference,M,?,6,3,M5,llm,M
Zuzana LUŇÁKOVÁ,Zuzana,LUŇÁKOVÁ,redaktorka,F,M1,6,1,M1,rule,F
Zuzana PETRŮ,Zuzana,PETRŮ,redaktorka,?,M1,6,2,M1,rule,F
Aleš GERLOCH,Aleš,GERLOCH,vedoucí katedry ústavního práva,M,M5,6,1,M5,rule,M
Milan ŠAFÁŘ,Milan,ŠAFÁŘ,sportovní psycholog,M,?,6,1,M3,llm,M
Emrah ARIEL,Emrah,ARIEL,rybář,M,M2,5,3,M2,rule,M
Radka DENEMARKOVÁ,Radka,DENEMARKOVÁ,spisovatelka a překladatelka,F,M5,5,1,M5,rule,F
Zdeněk ŽALUD,Zdeněk,ŽALUD,klimatolog,M,M3,5,1,M3,rule,M
Zdeněk PETZL,Zdeněk,PETZL,ředitel,M,M5,5,1,M5,rule,M
Alois MÍKA,Alois,MÍKA,energetický expert,M,M5,5,1,M5,rule,M
Zdeněk KUKAL,Zdeněk,KUKAL,oceánolog,M,?,5,1,M3,llm,M
Jaromír BLÁHA,Jaromír,BLÁHA,koordinátor kampaně,M,M5,5,1,M5,rule,M
Radim VÍTEK,Radim,VÍTEK,vedoucí oddělení,M,M5,5,1,M5,rule,M
Mario KUBAŠ,Mario,KUBAŠ,redaktor,M,M1,5,1,M1,rule,M
Andrea ŠILHANOVÁ,Andrea,ŠILHANOVÁ,krajská koordinátorka,F,M5,5,1,M5,rule,F
Lenka SOLANSKÁ,Lenka,SOLANSKÁ,moderátorka,F,M1,5,2,M1,rule,F
William SWEET,William,SWEET,oceánograf,M,M3,5,2,M3,rule,M
Vít HAVELKA,Vít,HAVELKA,výzkumný pracovník,M,M3,5,1,M3,rule,M
Frans TIMMERMANS,Frans,TIMMERMANS,místopředseda,M,M6,5,5,M6,rule,M
Jan KRAJHANZL,Jan,KRAJHANZL,sociální psycholog,M,M3,5,1,M3,rule,M
Ivo BRÁNIŠ,Ivo,BRÁNIŠ,redaktor,M,M1,5,2,M1,rule,M
Evžen TOŠENOVSKÝ,Evžen,TOŠENOVSKÝ,europoslanec,M,M6,5,1,M6,rule,M
Osamu OKAMURA,Osamu,OKAMURA,děkan,M,M5,5,2,M5,rule,M
Antonín BRUŠTÍK,Antonín,BRUŠTÍK,redaktor,M,M1,5,1,M1,rule,M
Antonín SCHUBERT,Antonín,SCHUBERT,starosta,M,M6,5,1,M6,rule,M
Vojtěch BÍLÝ,Vojtěch,BÍLÝ,mluvčí,M,M1,5,4,M1,rule,M
Volodymyr ZELENSKYJ,Volodymyr,ZELENSKYJ,ukrajinský prezident,M,?,5,4,M6,llm,M
Barbora KLADIVOVÁ,Barbora,KLADIVOVÁ,redaktorka,F,M1,5,2,M1,rule,F
Bedřich MOLDAN,Bedřich,MOLDAN,bývalý ministr životního prostředí zástupce,M,M6,5,1,M6,rule,M
Anton ŠECHOVCOV,Anton,ŠECHOVCOV,výzkumník,M,M3,5,1,M3,rule,M
Lenka DRMOTOVÁ,Lenka,DRMOTOVÁ,redaktorka,F,M1,5,1,M1,rule,F
Konference OSN,Konference,OSN,o změnách klimatu,F?,?,5,5,?,llm,F
Lukáš DOLANSKÝ,Lukáš,DOLANSKÝ,zahraniční zpravodaj,M,M1,5,2,M1,rule,M
Zdeněk ŽALUD,Zdeněk,ŽALUD,bioklimatolog,M,M3,5,1,M3,rule,M
Ivo POKORNÝ,Ivo,POKORNÝ,ovocnář,M,?,5,2,M2,llm,M
Václav HRADÍLEK,Václav,HRADÍLEK,katedra vodního hospodářství,M,M3,5,1,M3,rule,M
Lucie CHYTILOVÁ,Lucie,CHYTILOVÁ,redaktorka,F,M1,5,1,M1,rule,F
Pavel ŠVEC,Pavel,ŠVEC,redaktor,M,M1,5,1,M1,rule,M
Pavla DAŇKOVÁ,Pavla,DAŇKOVÁ,redaktorka redaktorka,F,M1,5,1,M1,rule,F
Zuzana LIZCOVÁ,Zuzana,LIZCOVÁ,analytička,F,M5,5,1,M5,rule,F
Miloš VYSTRČIL,Miloš,VYSTRČIL,senátní výbor pro územní rozvoj,M,?,5,1,M6,llm,M
Miloš VYSTRČIL,Miloš,VYSTRČIL,senátor,M,M6,5,1,M6,rule,M
Miroslava NĚMCOVÁ,Miroslava,NĚMCOVÁ,poslankyně,F,M6,5,3,M6,rule,F
Mitt ROMNEY,Mitt,ROMNEY,republikánský kandidát na prezidenta,M,M6,5,3,M6,rule,M
Jiří BĚHOUNEK,Jiří,BĚHOUNEK,hejtman,M,M6,5,1,M6,rule,M
Jens STOLTENBERG,Jens,STOLTENBERG,generální tajemník,M,M6,5,5,M6,rule,M
Miroslav BÁRTA,Miroslav,BÁRTA,egyptolog archeolog,M,M3,5,1,M3,rule,M
Jiřina HAVLASOVÁ,Jiřina,HAVLASOVÁ,obyvatelka,F,M2,5,2,M2,rule,F
Miroslav KORECKÝ,Miroslav,KORECKÝ,komentátor,M,M1,5,1,M1,rule,M
Petr MACH,Petr,MACH,předseda strany nově zvolený europoslanec,M,M6,5,1,M6,rule,M
Filip DVOŘÁK,Filip,DVOŘÁK,předseda sekce hospodářské politiky,M,M6,5,1,M6,rule,M
Filip KOUBEK,Filip,KOUBEK,redaktor,M,M1,5,1,M1,rule,M
Jitka SEITLOVÁ,Jitka,SEITLOVÁ,senátorka členka výboru pro územní,F,M6,5,1,M6,rule,F
David ATTENBOROUGH,David,ATTENBOROUGH,přírodovědec a dokumentarista,M,M3,5,2,M3,rule,M
David JEŽEK,David,JEŽEK,farmář pachtýř v,M,M2,5,1,M2,rule,M
Petr LUTONSKÝ,Petr,LUTONSKÝ,moderátor,M,M1,5,1,M1,rule,M
Karel MAKOŇ,Karel,MAKOŇ,ornitolog,M,M3,5,1,M3,rule,M
Martin SETVÁK,Martin,SETVÁK,meteorolog,M,M3,5,1,M3,rule,M
Bohumír JANSKÝ,Bohumír,JANSKÝ,hydrolog,M,M3,5,1,M3,rule,M
Karel ROŽÁNEK,Karel,ROŽÁNEK,redaktor,M,M1,5,1,M1,rule,M
Martin NOVÁK,Martin,NOVÁK,redaktor,M,M1,5,1,M1,rule,M
Blanka KOVANDOVÁ,Blanka,KOVANDOVÁ,redaktorka,F,M1,5,1,M1,rule,F
Valérie MASSON DELMOTTEOVÁ,Valérie,MASSON DELMOTTEOVÁ,vedoucí pracovní skupiny,F,M5,5,3,M5,rule,F
Jakub RÁLIŠ,Jakub,RÁLIŠ,programový ředitel,M,M5,5,1,M5,rule,M
Barbora ČERNÁ DVOŘÁKOVÁ,Barbora,ČERNÁ DVOŘÁKOVÁ,mluvčí,F,M1,5,3,M1,rule,F
Karla MAŘÍKOVÁ,Karla,MAŘÍKOVÁ,členka výboru pro životní prostředí,F,M6,5,1,M6,rule,F
Bernie SANDERS,Bernie,SANDERS,demokratický kandidát na prezidenta,F?,M6,5,5,M6,rule,M
Kateřina POLÁKOVÁ,Kateřina,POLÁKOVÁ,redaktor,F,M1,5,1,M1,rule,F
Hana SCHARFFOVÁ,Hana,SCHARFFOVÁ,zpravodajka,F,M1,5,1,M1,rule,F
Stephen HAWKING,Stephen,HAWKING,britský fyzik a kosmolog,M,M3,5,1,M3,rule,M
Danuše VYMĚTALOVÁ,Danuše,VYMĚTALOVÁ,spolumajitelka biofarmy,F,?,5,1,M2,llm,F
Sergej LAVROV,Sergej,LAVROV,ruský ministr zahraničí,M,M6,5,5,M6,rule,M
Miloslav ŠIMEK,Miloslav,ŠIMEK,ředitel,M,M5,5,1,M5,rule,M
Jiří HYNEK,Jiří,HYNEK,redaktor,M,M1,5,1,M1,rule,M
Milada MEGRÁTOVÁ,Milada,MEGRÁTOVÁ,redaktorka,F,M1,5,1,M1,rule,F
Jan KLIMEŠ,Jan,KLIMEŠ,geograf,M,M3,5,1,M3,rule,M
Pavel CYRANI,Pavel,CYRANI,místopředseda představenstva,M,M6,5,2,M6,rule,M
Jan BOŽENSKÝ,Jan,BOŽENSKÝ,primář dětského oddělení,M,M3,5,2,M3,rule,M
Joe BIDEN,Joe,BIDEN,nově zvolený prezident,F?,?,5,4,M6,llm,M
Johana ŠULCOVÁ,Johana,ŠULCOVÁ,redaktorka,F,M1,5,1,M1,rule,F
Johanna NEJEDLOVÁ,Johanna,NEJEDLOVÁ,mluvčí,F,M1,5,1,M1,rule,F
Daniel KOLSKÝ,Daniel,KOLSKÝ,kavárník,M,?,5,1,M2,llm,M
Milan BRUNCVÍK,Milan,BRUNCVÍK,redaktor,M,M1,5,1,M1,rule,M
Jan JŮN,Jan,JŮN,publicista,M,M1,5,1,M1,rule,M
Tomáš PFEILER,Tomáš,PFEILER,portfolio manažer,M,?,5,1,M5,llm,M
Tomáš POSPÍŠIL,Tomáš,POSPÍŠIL,pověřený řízením,M,?,5,1,M6,llm,M
Josef VOJÁČEK,Josef,VOJÁČEK,nový generální ředitel,M,M5,5,1,M5,rule,M
Tomáš KLVAŇA,Tomáš,KLVAŇA,komentátor publicista,M,M1,5,1,M1,rule,M
Judita PETRŽELKOVÁ,Judita,PETRŽELKOVÁ,primatoložka,F,?,5,1,M3,llm,F
Bruce HONEYMAN,Bruce,HONEYMAN,majitel zničeného domu,F?,M5,5,3,M5,rule,M
Justin TRUDEAU,Justin,TRUDEAU,kanadský premiér,M,M6,5,5,M6,rule,M
Martina DLABAJOVÁ,Martina,DLABAJOVÁ,europoslankyně nestr,F,M6,5,3,M6,rule,F
Tomáš LERCH,Tomáš,LERCH,ředitel služby dopravní policie,M,M5,5,2,M5,rule,M
Tomáš LETOCHA,Tomáš,LETOCHA,ovocnář,M,?,5,3,M2,llm,M
George KELL,George,KELL,výkonný ředitel zakladatel,F?,M5,5,1,M5,rule,M
Pavel HAVEL,Pavel,HAVEL,agrární analytik,M,M5,5,2,M5,rule,M
Pavel KAVINA,Pavel,KAVINA,ředitel odboru surovinové politiky,M,M5,5,1,M5,rule,M
Tomáš SEDLÁČEK,Tomáš,SEDLÁČEK,ekonom a vysokoškolský pedagog,M,M5,5,1,M5,rule,M
Tomáš VRŠKA,Tomáš,VRŠKA,přírodovědec,M,M3,5,1,M3,rule,M
Bohuslav NĚMEČEK,Bohuslav,NĚMEČEK,bývalý místopředseda,M,M6,5,1,M6,rule,M
Martin SVATOŇ,Martin,SVATOŇ,redaktor,M,M1,5,1,M1,rule,M
Matyáš CHOCHOLA,Matyáš,CHOCHOLA,vizuální umělec,M,?,5,2,M2,llm,M
Petr GAZDÍK,Petr,GAZDÍK,předseda poslaneckého klubu strany,M,M6,5,1,M6,rule,M
Michal KUBAL,Michal,KUBAL,vedoucí zahraniční redakce,M,M5,5,1,M5,rule,M
Thomas KULIDAKIS,Thomas,KULIDAKIS,spolupracovník,M,M5,5,2,M5,rule,M
Michaela VAŠINOVÁ,Michaela,VAŠINOVÁ,redaktorka,F,M1,5,1,M1,rule,F
Joe BIDEN,Joe,BIDEN,demokratický kandidát na prezidenta,F?,M6,5,4,M6,rule,M
Michal HORSÁK,Michal,HORSÁK,zoolog,M,M3,5,1,M3,rule,M
Michal JEMELKA,Michal,JEMELKA,redaktor,M,M1,5,2,M1,rule,M
Michael ŽANTOVSKÝ,Michael,ŽANTOVSKÝ,bývalý velvyslanec,M,M6,5,1,M6,rule,M
Greta THUNBERGOVÁ,Greta,THUNBERGOVÁ,švédská aktivistka zdroj,F,M5,5,1,M5,rule,F
Josef KOLÁČEK,Josef,KOLÁČEK,koordinátor pomoci,M,M5,5,1,M5,rule,M
Josef KEDER,Josef,KEDER,bývalý vedoucí oddělení modelování a,M,M5,5,1,M5,rule,M
Jan HAMÁČEK,Jan,HAMÁČEK,ministr vnitra předseda strany,M,M6,5,4,M6,rule,M
Greta THUNBERGOVÁ,Greta,THUNBERGOVÁ,klimatická aktivistka,F,M5,5,5,M5,rule,F
Jaroslav DOLEŽAL,Jaroslav,DOLEŽAL,rostlinný genetik,M,M3,5,2,M3,rule,M
Jan ŠVEJNAR,Jan,ŠVEJNAR,předseda,M,M6,5,1,M6,rule,M
Jana DOLEŽELOVÁ,Jana,DOLEŽELOVÁ,redaktorka,F,M1,5,1,M1,rule,F
Jana GERLEOVÁ,Jana,GERLEOVÁ,redaktorka,F,M1,5,1,M1,rule,F
Natálie FLAJŽÍKOVÁ,Natálie,FLAJŽÍKOVÁ,redaktorka,F,M1,5,2,M1,rule,F
Nich ARCHER,Nich,ARCHER,britský velvyslanec v,M,M6,5,1,M6,rule,M
Ivan ŠTAMPACH,Ivan,ŠTAMPACH,religionista,M,?,5,1,M3,llm,M
Aneta SNOPOVÁ,Aneta,SNOPOVÁ,redaktorka,F,M1,5,1,M1,rule,F
Lenka NECHVÁTALOVÁ,Lenka,NECHVÁTALOVÁ,redaktorka,F,M1,5,1,M1,rule,F
Petr ALBRECHT,Petr,ALBRECHT,redaktor,M,M1,5,1,M1,rule,M
Pavlína FABIÁNOVÁ,Pavlína,FABIÁNOVÁ,redaktorka,F,M1,5,1,M1,rule,F
Adriana DERGAM,Adriana,DERGAM,moderátorka,F?,M1,5,2,M1,rule,F
Zuzana ČAPUTOVÁ,Zuzana,ČAPUTOVÁ,prezidentka,F,M6,5,1,M6,rule,F
Šinzó ABE,Šinzó,ABE,japonský premiér,M,M6,5,5,M6,rule,M
Luboš ROSÍ,Luboš,ROSÍ,moderátor,M,M1,5,3,M1,rule,M
Jan THOMPSONOVÁ,Jan,THOMPSONOVÁ,britská velvyslankyně v,F,M6,5,1,M6,rule,F
Jan VOTÝPKA,Jan,VOTÝPKA,parazitolog,M,M3,5,1,M3,rule,M
Elena KOHÚTIKOVÁ,Elena,KOHÚTIKOVÁ,bývalá viceguvernérka,F,?,5,1,M6,llm,F
Elizabeth WARRENOVÁ,Elizabeth,WARRENOVÁ,senátorka za,F,M6,5,5,M6,rule,F
Radim MATULA,Radim,MATULA,katedra ekologie lesa,M,M3,5,2,M3,rule,M
Alžběta HAVLOVÁ,Alžběta,HAVLOVÁ,redaktorka,F,M1,5,1,M1,rule,F
Radovan STOKLASA,Radovan,STOKLASA,redaktor,M,M1,5,1,M1,rule,M
Šárka VLČKOVÁ,Šárka,VLČKOVÁ,mluvčí,F,M1,5,2,M1,rule,F
Zdeněk VELÍŠEK,Zdeněk,VELÍŠEK,redaktor,M,M1,5,2,M1,rule,M
Magdaléna REJŽKOVÁ,Magdaléna,REJŽKOVÁ,redaktorka,F,M1,5,1,M1,rule,F
Aleš CHMELAŘ,Aleš,CHMELAŘ,náměstek ministra zahraničí,M,M5,5,3,M5,rule,M
Lukáš FRIEDL,Lukáš,FRIEDL,antropolog,M,M3,5,1,M3,rule,M
Margita BALAŠTÍKOVÁ,Margita,BALAŠTÍKOVÁ,radní pro životní prostředí a,F,M6,5,1,M6,rule,F
Jan PALAŠČÁK,Jan,PALAŠČÁK,podnikatel,M,?,4,1,M2,llm,M
Alicja KNASTOVÁ,Alicja,KNASTOVÁ,generální ředitelka,F,M5,4,2,M5,rule,F
Marian JUREČKA,Marian,JUREČKA,ministr zemědělství místopředseda strany,M,M6,4,1,M6,rule,M
Walter WILLETT,Walter,WILLETT,profesor epidemiologie a výživy,M,M3,4,2,M3,rule,M
Andrzej DUDA,Andrzej,DUDA,polský prezident,M,M6,4,4,M6,rule,M
André BORSCHBERG,André,BORSCHBERG,pilot letounu,M,M2,4,2,M2,rule,M
Jan ŘEŽÁB,Jan,ŘEŽÁB,majitel elektromobilu dokument,M,M5,4,1,M5,rule,M
Lucie PONIŠTOVÁ,Lucie,PONIŠTOVÁ,redaktorka,F,M1,4,1,M1,rule,F
Jan ŠMÍD,Jan,ŠMÍD,zahraniční zpravodaj,M,M1,4,1,M1,rule,M
Olaf SCHOLZ,Olaf,SCHOLZ,kandidát,M,M6,4,3,M6,rule,M
Alexandr AČ,Alexandr,AČ,ekolog,M,M3,4,2,M3,rule,M
Ondřej BENEŠÍK,Ondřej,BENEŠÍK,místopředseda poslaneckého klubu poslanec,M,M6,4,2,M6,rule,M
Ondřej BENEŠÍK,Ondřej,BENEŠÍK,místopředseda strany předseda výboru pro,M,M6,4,1,M6,rule,M
Ondřej KAZÍK,Ondřej,KAZÍK,programový vedoucí,M,M5,4,1,M5,rule,M
Lumír DOBROVOLNÝ,Lumír,DOBROVOLNÝ,lesník,M,M5,4,2,M5,rule,M
Mark ZUCKERBERG,Mark,ZUCKERBERG,spoluzakladatel a výkonný ředitel,M,M5,4,1,M5,rule,M
Markéta GREGOROVÁ,Markéta,GREGOROVÁ,europoslankyně předsedkyně,F,M6,4,1,M6,rule,F
Leoš NOVOTNÝ,Leoš,NOVOTNÝ,majitel obory,M,M5,4,1,M5,rule,M
Jakub KULHÁNEK,Jakub,KULHÁNEK,ministr zahraničí,M,M6,4,2,M6,rule,M
Irena CHLEBOUNOVÁ,Irena,CHLEBOUNOVÁ,středoškolská profesorka,F,?,4,2,M5,llm,F
Václav SVOBODA,Václav,SVOBODA,moderátor,M,M1,4,3,M1,rule,M
Anna HOVORKOVÁ,Anna,HOVORKOVÁ,redaktorka,F,M1,4,1,M1,rule,F
Kryštof KRULIŠ,Kryštof,KRULIŠ,analytik,M,M5,4,1,M5,rule,M
Jaroslav MAŠEK,Jaroslav,MAŠEK,šéfredaktor,M,M5,4,1,M5,rule,M
Jaroslav STAIMACHER,Jaroslav,STAIMACHER,technik,M,M5,4,1,M5,rule,M
Jaroslav STALMACHER,Jaroslav,STALMACHER,technik,M,M5,4,1,M5,rule,M
Norman EISEN,Norman,EISEN,zakladatel,M,M5,4,3,M5,rule,M
Naděžda JOHANISOVÁ,Naděžda,JOHANISOVÁ,environmentalistka,F,?,4,1,M3,llm,F
Donald TRUMP,Donald,TRUMP,americký prezident republikánský kandidát na,M,M6,4,3,M6,rule,M
Richard DEWHURST,Richard,DEWHURST,vědec,M,M3,4,2,M3,rule,M
Rex TILLERSON,Rex,TILLERSON,americký ministr zahraničí,M,M6,4,4,M6,rule,M
Richard BETTS,Richard,BETTS,klimatolog,M,M3,4,2,M3,rule,M
Jaroslav BRŮŽEK,Jaroslav,BRŮŽEK,antropolog,M,M3,4,2,M3,rule,M
Richard SAMKO,Richard,SAMKO,moderátor,M,M1,4,3,M1,rule,M
Jaromír STARÝ,Jaromír,STARÝ,vedoucí odboru nerostných surovin,M,M5,4,1,M5,rule,M
Lucie POKORNÁ,Lucie,POKORNÁ,redaktorka,F,M1,4,1,M1,rule,F
Christos CHRISTOU,Christos,CHRISTOU,mezinárodní prezident,M,M6,4,1,M6,rule,M
Jan HABART,Jan,HABART,předseda,M,M6,4,1,M6,rule,M
Jan HORNÁT,Jan,HORNÁT,analytik výzkumný pracovník institutu mezinároních,M,M5,4,1,M5,rule,M
Otakar ŠAŠEK,Otakar,ŠAŠEK,předseda představenstva,M,M6,4,1,M6,rule,M
Jan BUREŠ,Jan,BUREŠ,hlavní ekonom,M,M5,4,1,M5,rule,M
Paul KIRSHEN,Paul,KIRSHEN,odborník na klima,M,M3,4,2,M3,rule,M
Paul THOMAS,Paul,THOMAS,autor studie výzkumník,M,?,4,2,M3,llm,M
Pavel CYPRICH,Pavel,CYPRICH,redaktor,M,M1,4,1,M1,rule,M
Petr FIALA,Petr,FIALA,premiér předseda strany,M,M6,4,3,M6,rule,M
Josef NOVOTNÝ,Josef,NOVOTNÝ,katedra sociální geografie,M,M3,4,1,M3,rule,M
Josef PAZDERKA,Josef,PAZDERKA,zpravodaj,M,M1,4,2,M1,rule,M
Michal JEDLIČKA,Michal,JEDLIČKA,náměstek primátora,M,M5,4,2,M5,rule,M
Michael ŽANTOVSKÝ,Michael,ŽANTOVSKÝ,výkonný ředitel,M,M5,4,1,M5,rule,M
Josef DOSTÁL,Josef,DOSTÁL,zástupce výrobního ředitele,M,M5,4,1,M5,rule,M
Josef DVOŘÁČEK,Josef,DVOŘÁČEK,starosta,M,M6,4,1,M6,rule,M
Josef JAŘAB,Josef,JAŘAB,amerikanista literární vědec,M,?,4,1,M3,llm,M
John KERRY,John,KERRY,tehdejší americký ministr zahraničí,M,M6,4,1,M6,rule,M
John KERRY,John,KERRY,zmocněnec,M,M6,4,4,M6,rule,M
Stanislav ŠIMÍČEK,Stanislav,ŠIMÍČEK,místostarosta,M,M6,4,2,M6,rule,M
Tadeáš HLAVINKA,Tadeáš,HLAVINKA,redaktor,M,M1,4,1,M1,rule,M
Kamila JUŠKOVÁ,Kamila,JUŠKOVÁ,redaktorka,F,M1,4,1,M1,rule,F
Petr HARTMAN,Petr,HARTMAN,komentátor,M,M1,4,1,M1,rule,M
Petr HLADÍK,Petr,HLADÍK,náměstek primátorky,M,M5,4,1,M5,rule,M
Gavin NEWSOM,Gavin,NEWSOM,guvernér,M,M6,4,4,M6,rule,M
Gavin SCHMIDT,Gavin,SCHMIDT,ředitel,M,M5,4,2,M5,rule,M
Hedvika DĚDKOVÁ,Hedvika,DĚDKOVÁ,redaktorka,F,M1,4,1,M1,rule,F
Pavel FOREJTEK,Pavel,FOREJTEK,ekolog,M,M3,4,1,M3,rule,M
Maxx DILLEY,Maxx,DILLEY,ředitel,M,M5,4,4,M5,rule,M
Michael BLOOMBERG,Michael,BLOOMBERG,zvolený starosta,M,?,4,1,M6,llm,M
Martina KOZIOLOVÁ,Martina,KOZIOLOVÁ,redaktorka,F,M1,4,1,M1,rule,F
Chris TURBEY,Chris,TURBEY,klimatolog a vedoucí expedice,M,M3,4,2,M3,rule,M
Josef ŠTULC,Josef,ŠTULC,viceprezident české sekce,M,M6,4,1,M6,rule,M
Jude WALKER,Jude,WALKER,jedenáctiletý aktivista,F?,?,4,2,M2,llm,M
